PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
4.000,9.9874,9.9866,3.623176,3.623422,0.2902,2.0478,-2.12,3.970,0.262,33.1141,33.1173,5.3950,1025.4998,1025.5024,1487.56,1487.56,0.0000e+00
5.000,9.9998,9.9998,3.624408,3.624685,0.1487,2.0404,63.68,4.962,0.561,33.1148,33.1176,5.3600,1025.5028,1025.5050,1487.62,1487.62,0.0000e+00
6.000,10.0078,10.0080,3.625199,3.625498,0.1679,2.0410,72.28,5.954,0.422,33.1150,33.1180,5.3735,1025.5062,1025.5085,1487.66,1487.67,0.0000e+00
7.000,10.0094,10.0088,3.625390,3.625623,0.1639,2.0424,99.87,6.947,0.607,33.1151,33.1180,5.3858,1025.5105,1025.5129,1487.69,1487.69,0.0000e+00
8.000,10.0095,10.0092,3.625430,3.625696,0.1560,2.0438,98.83,7.939,0.603,33.1150,33.1180,5.3744,1025.5150,1025.5173,1487.70,1487.70,0.0000e+00
9.000,10.0110,10.0109,3.625607,3.625856,0.1635,2.0405,86.22,8.931,0.374,33.1149,33.1175,5.3567,1025.5192,1025.5212,1487.72,1487.73,0.0000e+00
10.000,9.9971,9.9974,3.624283,3.624587,0.1733,2.0388,91.66,9.924,0.544,33.1138,33.1166,5.3680,1025.5251,1025.5273,1487.69,1487.69,0.0000e+00
11.000,10.0046,10.0038,3.624947,3.625163,0.1655,2.0406,99.02,10.916,0.593,33.1132,33.1162,5.3670,1025.5280,1025.5304,1487.73,1487.73,0.0000e+00
12.000,10.0017,10.0001,3.624772,3.624915,0.1642,2.0377,98.83,11.909,0.752,33.1136,33.1166,5.3535,1025.5334,1025.5360,1487.74,1487.74,0.0000e+00
13.000,9.9938,9.9891,3.624069,3.623973,0.1811,2.0381,98.83,12.901,0.485,33.1134,33.1166,5.3712,1025.5390,1025.5424,1487.73,1487.71,0.0000e+00
14.000,10.0154,10.0126,3.626032,3.626065,0.1754,2.0425,98.83,13.893,0.643,33.1130,33.1159,5.3937,1025.5396,1025.5424,1487.82,1487.81,0.0000e+00
15.000,10.0062,10.0130,3.625284,3.626177,0.1538,2.0415,98.83,14.885,0.885,33.1134,33.1162,5.3859,1025.5460,1025.5471,1487.80,1487.83,0.0000e+00
16.000,10.0205,10.0246,3.626549,3.627183,0.1708,2.0437,98.83,15.878,0.651,33.1127,33.1154,5.3921,1025.5476,1025.5490,1487.87,1487.89,0.0000e+00
17.000,10.0300,10.0309,3.627412,3.627761,0.1659,2.0437,80.28,16.870,0.379,33.1123,33.1150,5.3818,1025.5502,1025.5522,1487.92,1487.93,0.0000e+00
