PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,11.8334,11.8322,3.651075,3.651323,0.9640,2.3017,0.82,1.984,-0.142,31.7581,31.7615,6.0826,1024.1120,1024.1149,1492.41,1492.41,0.0000e+00
3.000,11.8318,11.8315,3.650920,3.651297,1.4379,2.2993,1.52,2.976,0.669,31.7575,31.7614,6.0763,1024.1164,1024.1195,1492.42,1492.42,0.0000e+00
4.000,11.8319,11.8317,3.650907,3.651296,1.3944,2.3005,1.63,3.968,0.428,31.7569,31.7608,6.0818,1024.1204,1024.1235,1492.44,1492.44,0.0000e+00
5.000,11.8332,11.8331,3.651021,3.651427,1.2811,2.2939,1.43,4.960,0.626,31.7565,31.7605,6.0407,1024.1244,1024.1275,1492.46,1492.46,0.0000e+00
6.000,11.8347,11.8338,3.651057,3.651393,1.4780,2.2951,1.34,5.952,0.828,31.7552,31.7592,6.0721,1024.1276,1024.1309,1492.48,1492.48,0.0000e+00
7.000,11.8339,11.8341,3.651020,3.651382,1.5249,2.2979,10.67,6.944,0.690,31.7550,31.7584,6.0827,1024.1321,1024.1347,1492.49,1492.50,0.0000e+00
8.000,11.8306,11.8301,3.650629,3.650986,1.5537,2.2977,94.11,7.936,0.537,31.7537,31.7575,6.0742,1024.1362,1024.1393,1492.49,1492.50,0.0000e+00
9.000,11.8316,11.8311,3.650702,3.651054,1.2442,2.2952,85.11,8.927,0.356,31.7531,31.7570,6.0355,1024.1401,1024.1432,1492.51,1492.52,0.0000e+00
10.000,11.8086,11.8075,3.649142,3.649437,1.2317,2.2865,53.18,9.919,0.628,31.7573,31.7611,5.9887,1024.1521,1024.1552,1492.46,1492.46,0.0000e+00
11.000,11.7688,11.7653,3.646342,3.646414,1.4616,2.2781,89.86,10.911,0.776,31.7638,31.7675,5.9508,1024.1689,1024.1724,1492.34,1492.33,0.0000e+00
12.000,11.6765,11.6897,3.639985,3.641212,1.5379,2.2684,98.67,11.903,0.534,31.7807,31.7813,5.8806,1024.2033,1024.2014,1492.06,1492.10,0.0000e+00
13.000,11.3745,11.4004,3.619064,3.621146,1.0902,2.1569,52.62,12.895,0.524,31.8360,31.8340,5.1860,1024.3051,1024.2988,1491.09,1491.18,0.0000e+00
14.000,10.6250,10.6283,3.571261,3.571763,1.2806,2.0899,91.63,13.887,0.857,32.0155,32.0176,5.0265,1024.5808,1024.5819,1488.67,1488.69,0.0000e+00
15.000,10.2510,10.2582,3.552222,3.552943,1.2840,2.0420,98.50,14.879,0.741,32.1543,32.1552,4.9806,1024.7569,1024.7564,1487.52,1487.55,0.0000e+00
16.000,10.0222,10.0260,3.540827,3.541504,0.9685,1.9583,98.83,15.871,0.535,32.2423,32.2457,4.8529,1024.8683,1024.8703,1486.82,1486.84,0.0000e+00
17.000,9.8186,9.8234,3.530864,3.531518,1.0208,1.9211,98.83,16.863,1.019,32.3229,32.3253,4.7896,1024.9693,1024.9704,1486.19,1486.22,0.0000e+00
18.000,9.7310,9.7325,3.527352,3.527877,1.1295,1.9061,88.69,17.855,0.972,32.3655,32.3694,4.7783,1025.0214,1025.0243,1485.94,1485.95,0.0000e+00
19.000,9.6787,9.6801,3.524950,3.525507,1.0030,1.8869,77.95,18.846,0.473,32.3876,32.3920,4.7536,1025.0518,1025.0550,1485.80,1485.81,0.0000e+00
20.000,9.5621,9.5647,3.521459,3.521996,0.7819,1.8513,91.40,19.838,0.505,32.4568,32.4599,4.6585,1025.1292,1025.1312,1485.47,1485.49,0.0000e+00
21.000,9.4574,9.4592,3.518695,3.519178,0.9523,1.8381,96.71,20.830,0.699,32.5228,32.5262,4.6574,1025.2022,1025.2045,1485.19,1485.20,0.0000e+00
22.000,9.3359,9.3369,3.518854,3.519367,0.9575,1.8310,75.51,21.822,0.754,32.6347,32.6390,4.6971,1025.3137,1025.3169,1484.89,1484.90,0.0000e+00
23.000,9.2560,9.2555,3.523883,3.524354,0.9031,1.8325,52.79,22.814,0.600,32.7592,32.7646,4.7510,1025.4283,1025.4325,1484.77,1484.78,0.0000e+00
24.000,9.0533,9.0541,3.516990,3.517364,0.6079,1.8119,95.86,23.806,0.544,32.8740,32.8771,4.4610,1025.5546,1025.5569,1484.18,1484.19,0.0000e+00
25.000,8.6032,8.6040,3.477410,3.477759,0.6786,1.7812,73.97,24.798,0.879,32.8776,32.8805,4.3069,1025.6318,1025.6339,1482.53,1482.53,0.0000e+00
