PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,15.3168,15.3167,4.049443,4.049683,0.1609,2.3385,-6.44,2.977,0.103,32.5343,32.5365,5.7213,1024.0163,1024.0181,1504.86,1504.86,0.0000e+00
4.000,15.3116,15.3116,4.049111,4.049389,0.1529,2.3431,56.34,3.969,0.529,32.5352,32.5378,5.7333,1024.0226,1024.0246,1504.86,1504.86,0.0000e+00
5.000,15.3015,15.2967,4.048285,4.048138,0.1392,2.3378,98.68,4.961,0.523,32.5358,32.5385,5.7150,1024.0297,1024.0329,1504.85,1504.83,0.0000e+00
6.000,15.2593,15.2625,4.044549,4.045132,0.1534,2.3364,75.21,5.954,0.505,32.5369,32.5395,5.7192,1024.0443,1024.0456,1504.73,1504.74,0.0000e+00
7.000,15.2268,15.2290,4.041529,4.041985,0.1435,2.3347,97.88,6.946,0.462,32.5364,32.5387,5.7009,1024.0554,1024.0566,1504.64,1504.65,0.0000e+00
8.000,15.2172,15.1997,4.040621,4.039235,0.1550,2.3267,98.83,7.938,0.647,32.5359,32.5379,5.6803,1024.0615,1024.0669,1504.63,1504.57,0.0000e+00
9.000,15.0079,14.9909,4.020070,4.018625,0.1673,2.3269,98.83,8.930,0.662,32.5244,32.5256,5.7615,1024.1024,1024.1070,1503.97,1503.91,0.0000e+00
10.000,14.5669,14.5519,3.974797,3.973845,0.1610,2.3414,98.83,9.922,0.532,32.4817,32.4856,5.8931,1024.1680,1024.1741,1502.52,1502.48,0.0000e+00
11.000,14.2465,14.2488,3.946115,3.946707,0.1707,2.3555,98.83,10.915,0.365,32.4881,32.4915,5.9582,1024.2447,1024.2469,1501.51,1501.52,0.0000e+00
12.000,14.0123,14.0104,3.927343,3.927657,0.1909,2.3659,78.88,11.907,0.496,32.5124,32.5169,6.0109,1024.3165,1024.3203,1500.79,1500.79,0.0000e+00
13.000,13.8604,13.8568,3.916777,3.917028,0.1734,2.3719,99.26,12.899,0.489,32.5429,32.5483,6.0497,1024.3757,1024.3806,1500.35,1500.34,0.0000e+00
14.000,13.6670,13.6654,3.907497,3.907948,0.1788,2.3785,98.83,13.891,0.623,32.6209,32.6264,6.0898,1024.4798,1024.4844,1499.82,1499.82,0.0000e+00
15.000,13.5441,13.5433,3.900485,3.900876,0.1750,2.3818,98.83,14.883,0.449,32.6600,32.6643,6.1059,1024.5394,1024.5429,1499.48,1499.48,0.0000e+00
16.000,13.5031,13.5034,3.898027,3.898491,0.1661,2.3856,98.83,15.876,0.443,32.6717,32.6758,6.1291,1024.5612,1024.5643,1499.37,1499.38,0.0000e+00
17.000,13.5097,13.5093,3.899834,3.900176,0.1674,2.3899,98.83,16.868,0.456,32.6825,32.6861,6.1280,1024.5727,1024.5756,1499.42,1499.43,0.0000e+00
18.000,13.5238,13.5240,3.903146,3.903547,0.1792,2.3896,98.83,17.860,0.794,32.7010,32.7046,6.1166,1024.5886,1024.5914,1499.51,1499.51,0.0000e+00
19.000,13.5709,13.5710,3.911800,3.912191,0.1830,2.3885,66.08,18.852,0.914,32.7411,32.7446,6.1008,1024.6146,1024.6173,1499.73,1499.73,0.0000e+00
20.000,13.6226,13.6236,3.919549,3.920041,0.1592,2.3841,99.05,19.844,0.610,32.7686,32.7723,6.0753,1024.6298,1024.6325,1499.95,1499.96,0.0000e+00
21.000,13.6404,13.6401,3.922764,3.923265,0.1878,2.3735,87.88,20.837,0.964,32.7829,32.7878,6.0153,1024.6417,1024.6456,1500.04,1500.04,0.0000e+00
22.000,13.6140,13.6136,3.920356,3.920661,0.1850,2.3698,77.21,21.829,1.020,32.7826,32.7858,6.0212,1024.6514,1024.6539,1499.97,1499.97,0.0000e+00
23.000,13.6099,13.6104,3.920044,3.920447,0.1828,2.3678,98.15,22.821,0.868,32.7829,32.7862,6.0317,1024.6569,1024.6593,1499.97,1499.98,0.0000e+00
24.000,13.6125,13.6127,3.920424,3.920797,0.1768,2.3700,98.83,23.813,0.459,32.7838,32.7871,6.0413,1024.6615,1024.6640,1500.00,1500.00,0.0000e+00
25.000,13.5925,13.5898,3.918428,3.918493,0.2051,2.3557,87.64,24.805,0.377,32.7820,32.7849,5.9322,1024.6686,1024.6714,1499.95,1499.94,0.0000e+00
26.000,13.4151,13.3999,3.899467,3.898261,0.2021,2.3298,99.11,25.797,0.449,32.7566,32.7583,5.8284,1024.6893,1024.6937,1499.35,1499.30,0.0000e+00
27.000,12.7437,12.7211,3.833668,3.831870,0.2149,2.3021,98.83,26.789,0.656,32.7151,32.7176,5.8405,1024.7944,1024.8007,1497.07,1497.00,0.0000e+00
28.000,12.3148,12.3167,3.793077,3.793480,0.1860,2.2931,98.83,27.781,0.916,32.7000,32.7022,5.9359,1024.8698,1024.8712,1495.62,1495.62,0.0000e+00
29.000,11.7968,11.8009,3.743395,3.743693,0.2728,2.2932,77.46,28.774,0.861,32.6733,32.6726,6.0492,1024.9506,1024.9493,1493.82,1493.83,0.0000e+00
30.000,11.4161,11.4189,3.706962,3.707677,0.1767,2.2874,100.91,29.766,0.660,32.6531,32.6576,6.0589,1025.0095,1025.0125,1492.50,1492.51,0.0000e+00
31.000,11.4233,11.4228,3.708086,3.708460,0.2361,2.2772,74.48,30.758,1.158,32.6573,32.6614,6.0053,1025.0159,1025.0192,1492.54,1492.54,0.0000e+00
32.000,11.1250,11.1198,3.678668,3.678491,0.2079,2.2754,95.97,31.750,1.148,32.6315,32.6345,6.0663,1025.0539,1025.0572,1491.48,1491.47,0.0000e+00
33.000,10.9232,10.9171,3.661533,3.661497,0.2205,2.2745,98.68,32.742,0.830,32.6410,32.6461,6.1018,1025.1017,1025.1067,1490.80,1490.79,0.0000e+00
34.000,10.7559,10.7570,3.647714,3.648233,0.1927,2.2707,90.14,33.734,0.380,32.6524,32.6566,6.0788,1025.1445,1025.1476,1490.24,1490.25,0.0000e+00
35.000,10.6405,10.6392,3.641211,3.641697,0.1786,2.2550,99.16,34.726,0.570,32.6904,32.6964,6.0090,1025.1987,1025.2036,1489.89,1489.89,0.0000e+00
36.000,10.5416,10.5368,3.634475,3.634579,0.2013,2.2462,98.83,35.718,0.643,32.7112,32.7166,5.9836,1025.2365,1025.2416,1489.58,1489.57,0.0000e+00
37.000,10.4638,10.4631,3.627961,3.628422,0.1724,2.2332,98.83,36.711,0.607,32.7155,32.7207,5.8991,1025.2578,1025.2620,1489.32,1489.33,0.0000e+00
38.000,10.4330,10.4309,3.625896,3.626248,0.1535,2.2098,88.65,37.703,0.652,32.7220,32.7274,5.7764,1025.2727,1025.2773,1489.24,1489.24,0.0000e+00
39.000,10.3135,10.3080,3.615962,3.616032,0.1614,2.1857,98.80,38.695,0.629,32.7293,32.7350,5.7278,1025.3033,1025.3087,1488.84,1488.82,0.0000e+00
40.000,10.1529,10.1535,3.602737,3.603287,0.1345,2.1655,98.83,39.687,0.414,32.7404,32.7454,5.7237,1025.3438,1025.3476,1488.29,1488.30,0.0000e+00
41.000,10.0072,10.0066,3.591077,3.591536,0.1841,2.1399,60.16,40.679,0.495,32.7538,32.7590,5.7275,1025.3833,1025.3874,1487.80,1487.80,0.0000e+00
42.000,9.9353,9.9374,3.585138,3.585780,0.1390,2.1335,100.15,41.671,0.983,32.7583,32.7630,5.7502,1025.4033,1025.4066,1487.56,1487.57,0.0000e+00
43.000,9.9113,9.9152,3.582930,3.583733,0.1357,2.1381,98.83,42.663,1.161,32.7572,32.7619,5.8050,1025.4110,1025.4140,1487.49,1487.51,0.0000e+00
44.000,9.8186,9.8162,3.574856,3.574990,0.1375,2.1424,98.83,43.655,1.089,32.7589,32.7624,5.8583,1025.4322,1025.4353,1487.17,1487.17,0.0000e+00
45.000,9.5665,9.5672,3.551426,3.551909,0.1360,2.1487,98.83,44.647,0.717,32.7487,32.7530,5.9118,1025.4701,1025.4734,1486.25,1486.26,0.0000e+00
46.000,9.5245,9.5236,3.547644,3.548050,0.1234,2.1591,96.03,45.639,0.405,32.7478,32.7527,5.9208,1025.4808,1025.4849,1486.12,1486.12,0.0000e+00
47.000,9.4952,9.4946,3.545070,3.545508,0.1101,2.1617,98.87,46.631,0.652,32.7477,32.7527,5.8742,1025.4900,1025.4941,1486.03,1486.03,0.0000e+00
48.000,9.4151,9.4127,3.538460,3.538740,0.1204,2.1531,96.51,47.623,0.750,32.7525,32.7576,5.7922,1025.5113,1025.5157,1485.76,1485.75,0.0000e+00
49.000,9.3599,9.3602,3.536551,3.537165,0.1474,2.1392,67.79,48.615,0.772,32.7830,32.7891,5.7131,1025.5486,1025.5533,1485.61,1485.62,0.0000e+00
50.000,9.3610,9.3618,3.539741,3.540380,0.4082,2.1208,83.57,49.607,0.551,32.8144,32.8203,5.6474,1025.5774,1025.5820,1485.67,1485.68,0.0000e+00
51.000,9.3516,9.3517,3.541570,3.542118,0.2866,2.0917,96.84,50.599,0.402,32.8414,32.8470,5.5610,1025.6046,1025.6090,1485.68,1485.69,0.0000e+00
52.000,9.3362,9.3356,3.542500,3.543117,0.1119,2.0699,93.67,51.591,0.732,32.8647,32.8716,5.5042,1025.6299,1025.6354,1485.67,1485.68,0.0000e+00
53.000,9.3144,9.3144,3.542685,3.543147,0.1113,2.0655,98.87,52.583,0.862,32.8862,32.8910,5.5109,1025.6548,1025.6585,1485.63,1485.64,0.0000e+00
54.000,9.2394,9.2325,3.536478,3.536314,0.1090,2.0555,98.83,53.575,0.683,32.8907,32.8954,5.5087,1025.6748,1025.6796,1485.38,1485.36,0.0000e+00
55.000,9.2351,9.2337,3.536299,3.536652,0.1270,2.0479,92.35,54.567,0.439,32.8924,32.8973,5.5195,1025.6814,1025.6854,1485.38,1485.38,0.0000e+00
56.000,9.2212,9.2212,3.535106,3.535550,0.1162,2.0423,82.65,55.559,1.024,32.8924,32.8969,5.4861,1025.6881,1025.6917,1485.35,1485.35,0.0000e+00
57.000,9.2244,9.2289,3.535469,3.536380,0.1954,2.0441,98.33,56.551,1.273,32.8928,32.8980,5.4848,1025.6925,1025.6959,1485.38,1485.40,0.0000e+00
58.000,9.1786,9.1786,3.531658,3.532028,0.1192,2.0358,95.03,57.543,1.221,32.8951,32.8989,5.4601,1025.7062,1025.7092,1485.23,1485.23,0.0000e+00
59.000,9.0912,9.0894,3.526038,3.526339,0.1034,2.0323,98.63,58.535,0.785,32.9171,32.9219,5.4476,1025.7418,1025.7458,1484.95,1484.95,0.0000e+00
60.000,9.0196,9.0200,3.521523,3.521977,0.0979,2.0091,92.64,59.527,1.328,32.9360,32.9404,5.2709,1025.7724,1025.7758,1484.72,1484.73,0.0000e+00
61.000,9.0278,9.0284,3.524054,3.524648,0.0816,1.9990,30.56,60.519,1.417,32.9543,32.9599,5.2242,1025.7900,1025.7943,1484.79,1484.80,0.0000e+00
62.000,9.0626,9.0628,3.531039,3.531524,0.1070,1.9891,96.61,61.511,1.258,32.9941,32.9989,5.1945,1025.8202,1025.8239,1484.98,1484.99,0.0000e+00
63.000,8.9920,8.9916,3.526407,3.526896,0.1148,1.9705,98.90,62.503,0.707,33.0110,33.0165,5.1632,1025.8492,1025.8535,1484.76,1484.77,0.0000e+00
64.000,8.9521,8.9520,3.525226,3.525708,0.1133,1.9344,98.83,63.495,0.661,33.0354,33.0404,5.0754,1025.8790,1025.8830,1484.66,1484.67,0.0000e+00
