PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
1.000,10.0787,10.0788,3.706212,3.706445,0.7078,2.0711,2.71,0.993,0.537,33.8753,33.8776,5.4357,1026.0649,1026.0667,1488.76,1488.76,0.0000e+00
2.000,10.0772,10.0775,3.706122,3.706365,0.7810,2.0707,2.61,1.985,1.116,33.8753,33.8776,5.4363,1026.0697,1026.0715,1488.77,1488.78,0.0000e+00
3.000,10.0824,10.0829,3.706641,3.706904,0.7657,2.0713,2.86,2.978,0.633,33.8753,33.8776,5.4245,1026.0734,1026.0750,1488.81,1488.81,0.0000e+00
4.000,10.0836,10.0833,3.706798,3.706981,0.7391,2.0677,3.01,3.970,0.599,33.8753,33.8775,5.4011,1026.0777,1026.0795,1488.83,1488.83,0.0000e+00
5.000,10.0848,10.0849,3.706941,3.707177,0.7490,2.0653,3.15,4.962,0.435,33.8752,33.8775,5.4124,1026.0819,1026.0837,1488.85,1488.85,0.0000e+00
6.000,10.0858,10.0857,3.707083,3.707301,0.7613,2.0643,61.54,5.955,0.781,33.8753,33.8776,5.4239,1026.0864,1026.0882,1488.87,1488.87,0.0000e+00
7.000,10.0868,10.0867,3.707228,3.707435,0.7755,2.0669,96.13,6.947,0.560,33.8753,33.8775,5.4340,1026.0907,1026.0925,1488.89,1488.89,0.0000e+00
8.000,10.0869,10.0867,3.707268,3.707473,0.7043,2.0666,96.64,7.940,0.496,33.8752,33.8775,5.4111,1026.0951,1026.0971,1488.90,1488.91,0.0000e+00
9.000,10.0870,10.0866,3.707323,3.707514,0.7037,2.0638,60.07,8.932,0.898,33.8753,33.8776,5.4159,1026.0998,1026.1016,1488.92,1488.92,0.0000e+00
10.000,10.0866,10.0863,3.707352,3.707525,0.7933,2.0650,81.05,9.925,0.906,33.8754,33.8775,5.4413,1026.1045,1026.1061,1488.94,1488.94,0.0000e+00
11.000,10.0863,10.0861,3.707344,3.707550,0.7700,2.0695,61.99,10.917,0.594,33.8752,33.8775,5.4427,1026.1089,1026.1107,1488.95,1488.96,0.0000e+00
12.000,10.0880,10.0883,3.707558,3.707790,0.7524,2.0659,67.04,11.910,0.353,33.8753,33.8774,5.4190,1026.1132,1026.1148,1488.97,1488.98,0.0000e+00
13.000,10.0905,10.0906,3.707825,3.708057,0.6846,2.0662,68.63,12.902,0.558,33.8753,33.8775,5.4400,1026.1173,1026.1190,1489.00,1489.00,0.0000e+00
14.000,10.0904,10.0896,3.707864,3.708007,0.7528,2.0690,99.09,13.895,0.728,33.8753,33.8775,5.4360,1026.1218,1026.1237,1489.02,1489.02,0.0000e+00
15.000,10.0898,10.0894,3.707847,3.708036,0.7887,2.0658,93.13,14.887,0.495,33.8752,33.8775,5.4084,1026.1264,1026.1283,1489.03,1489.03,0.0000e+00
16.000,10.0859,10.0861,3.707535,3.707772,0.6990,2.0627,67.10,15.879,0.440,33.8752,33.8775,5.4176,1026.1316,1026.1333,1489.03,1489.04,0.0000e+00
17.000,10.0841,10.0837,3.707416,3.707605,0.6814,2.0645,99.10,16.872,0.711,33.8752,33.8776,5.4054,1026.1364,1026.1383,1489.04,1489.04,0.0000e+00
18.000,10.0794,10.0780,3.707031,3.707101,0.7236,2.0586,97.67,17.864,0.617,33.8753,33.8773,5.3573,1026.1418,1026.1436,1489.04,1489.04,0.0000e+00
19.000,10.0417,10.0423,3.703584,3.703848,0.6809,2.0479,66.80,18.857,0.402,33.8751,33.8772,5.3484,1026.1526,1026.1541,1488.92,1488.93,0.0000e+00
20.000,10.0299,10.0295,3.702573,3.702681,0.7169,2.0468,99.61,19.849,0.720,33.8754,33.8769,5.3357,1026.1594,1026.1606,1488.90,1488.90,0.0000e+00
21.000,10.0363,10.0359,3.703173,3.703333,0.7427,2.0382,98.83,20.841,0.640,33.8750,33.8771,5.2358,1026.1625,1026.1642,1488.94,1488.94,0.0000e+00
22.000,9.9475,9.9430,3.695054,3.694906,0.6701,2.0081,69.05,21.834,0.366,33.8752,33.8779,5.0877,1026.1822,1026.1850,1488.63,1488.62,0.0000e+00
23.000,9.8896,9.8943,3.689626,3.690312,0.6153,1.9721,95.67,22.826,0.714,33.8737,33.8762,4.8998,1026.1953,1026.1965,1488.44,1488.46,0.0000e+00
24.000,9.7393,9.7329,3.675550,3.675060,0.6536,1.9441,98.72,23.819,0.737,33.8704,33.8714,4.8142,1026.2224,1026.2243,1487.91,1487.89,0.0000e+00
25.000,9.5996,9.5978,3.663099,3.663150,0.5511,1.8938,67.12,24.811,0.460,33.8738,33.8761,4.7058,1026.2529,1026.2549,1487.42,1487.42,0.0000e+00
26.000,9.5760,9.5759,3.660992,3.661150,0.5325,1.8617,99.27,25.803,0.819,33.8740,33.8757,4.5887,1026.2614,1026.2628,1487.35,1487.36,0.0000e+00
27.000,9.5207,9.5587,3.655672,3.659695,0.5094,1.8400,98.83,26.796,0.851,33.8709,33.8765,4.4936,1026.2727,1026.2708,1487.17,1487.31,0.0000e+00
28.000,9.4601,9.4521,3.650269,3.649973,0.4326,1.8144,98.57,27.788,0.514,33.8721,33.8766,4.4139,1026.2881,1026.2929,1486.96,1486.94,0.0000e+00
