PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,13.9851,13.9812,3.819928,3.820097,1.0838,2.5142,1.48,1.983,0.284,31.5496,31.5544,6.4973,1023.5342,1023.5387,1499.41,1499.40,0.0000e+00
3.000,13.9957,13.9948,3.820951,3.821299,1.1235,2.5142,1.93,2.975,0.481,31.5500,31.5539,6.4780,1023.5368,1023.5400,1499.46,1499.46,0.0000e+00
4.000,13.9431,13.9454,3.817491,3.818075,1.1688,2.5111,29.46,3.967,0.520,31.5610,31.5644,6.4966,1023.5604,1023.5626,1499.32,1499.33,0.0000e+00
5.000,13.9770,13.9729,3.819950,3.820139,1.1915,2.5143,22.43,4.959,0.561,31.5553,31.5605,6.4719,1023.5536,1023.5585,1499.44,1499.43,0.0000e+00
6.000,13.9418,13.9271,3.817261,3.816848,1.2117,2.4720,59.30,5.950,0.445,31.5592,31.5674,6.0829,1023.5682,1023.5775,1499.34,1499.31,0.0000e+00
7.000,13.3485,13.4766,3.775140,3.784134,1.2088,2.3161,58.56,6.942,0.632,31.6585,31.6359,5.3819,1023.7685,1023.7256,1497.52,1497.92,0.0000e+00
8.000,12.5748,12.5404,3.715090,3.712659,1.3615,2.2555,25.55,7.934,0.802,31.7405,31.7463,5.4673,1023.9864,1023.9978,1495.02,1494.92,0.0000e+00
9.000,12.2944,12.3029,3.704844,3.705859,1.6348,2.2188,35.35,8.926,0.576,31.8797,31.8822,5.5145,1024.1523,1024.1526,1494.25,1494.29,0.0000e+00
10.000,12.1243,12.1276,3.699547,3.700297,1.4064,2.1801,53.96,9.917,0.455,31.9736,31.9779,5.5102,1024.2615,1024.2643,1493.80,1493.82,0.0000e+00
11.000,12.1031,12.1020,3.699805,3.700341,1.5686,2.1578,54.57,10.909,0.691,31.9937,31.9999,5.4380,1024.2856,1024.2906,1493.77,1493.77,0.0000e+00
12.000,12.0003,11.9776,3.691318,3.690159,1.5711,2.1423,53.53,11.901,0.735,31.9998,32.0081,5.4358,1024.3139,1024.3246,1493.44,1493.37,0.0000e+00
13.000,11.9078,11.9100,3.686046,3.687172,1.4763,2.1363,52.26,12.892,0.661,32.0279,32.0369,5.4764,1024.3574,1024.3639,1493.17,1493.19,0.0000e+00
14.000,11.9389,11.9402,3.691398,3.692304,1.4557,2.1349,51.11,13.884,0.489,32.0524,32.0601,5.4670,1024.3751,1024.3808,1493.33,1493.34,0.0000e+00
15.000,11.9391,11.9406,3.692297,3.692904,1.4385,2.1159,50.26,14.876,0.476,32.0606,32.0652,5.1090,1024.3859,1024.3892,1493.35,1493.36,0.0000e+00
16.000,11.7756,11.7546,3.681329,3.679822,1.5715,1.9873,49.53,15.867,0.507,32.0949,32.0983,4.2795,1024.4467,1024.4530,1492.84,1492.77,0.0000e+00
17.000,10.1888,10.1698,3.571565,3.570896,1.4271,1.8680,48.58,16.859,0.728,32.4036,32.4137,4.0756,1024.9709,1024.9821,1487.63,1487.58,0.0000e+00
18.000,10.0440,10.0467,3.562952,3.563562,1.2675,1.8002,47.52,17.851,0.663,32.4458,32.4495,4.0374,1025.0325,1025.0349,1487.18,1487.19,0.0000e+00
19.000,9.9252,9.9337,3.556042,3.557117,1.2737,1.7259,46.18,18.842,0.364,32.4821,32.4853,3.9264,1025.0851,1025.0862,1486.81,1486.84,0.0000e+00
20.000,9.7749,9.7714,3.547722,3.548013,1.0714,1.6485,45.21,19.834,0.541,32.5326,32.5387,3.5643,1025.1538,1025.1591,1486.34,1486.34,0.0000e+00
21.000,9.3811,9.3522,3.523124,3.521916,0.9914,1.5662,44.23,20.826,0.543,32.6380,32.6521,3.2119,1025.3041,1025.3197,1485.04,1484.96,0.0000e+00
22.000,8.7251,8.7186,3.482890,3.483019,0.7957,1.4819,43.21,21.817,0.519,32.8232,32.8305,2.9970,1025.5568,1025.5635,1482.86,1482.85,0.0000e+00
23.000,8.4777,8.4593,3.467483,3.466670,0.6234,1.4026,42.18,22.809,0.427,32.8911,32.8997,2.8114,1025.6522,1025.6617,1482.04,1481.98,0.0000e+00
24.000,8.2469,8.2402,3.453061,3.453162,0.5571,1.3347,41.26,23.801,0.536,32.9541,32.9615,2.6436,1025.7408,1025.7476,1481.27,1481.25,0.0000e+00
25.000,8.0809,8.0797,3.444785,3.445280,0.5659,1.2925,40.43,24.792,0.596,33.0219,33.0283,2.5885,1025.8231,1025.8283,1480.74,1480.74,0.0000e+00
26.000,7.9780,7.9771,3.445269,3.445814,0.6038,1.2635,39.40,25.784,0.494,33.1239,33.1306,2.5893,1025.9228,1025.9282,1480.49,1480.50,0.0000e+00
27.000,7.8747,7.8742,3.445627,3.446154,0.5153,1.2464,38.39,26.775,0.592,33.2253,33.2314,2.6459,1026.0221,1026.0270,1480.24,1480.25,0.0000e+00
28.000,7.7997,7.8001,3.445461,3.445993,0.5106,1.2459,37.39,27.767,0.707,33.2946,33.2999,2.6882,1026.0919,1026.0960,1480.06,1480.07,0.0000e+00
29.000,7.7648,7.7648,3.445230,3.445768,0.4783,1.2450,36.35,28.759,0.614,33.3250,33.3308,2.6809,1026.1254,1026.1300,1479.98,1479.99,0.0000e+00
30.000,7.7240,7.7226,3.443450,3.443895,0.4788,1.2422,35.21,29.750,0.440,33.3444,33.3505,2.6839,1026.1511,1026.1561,1479.87,1479.87,0.0000e+00
31.000,7.6652,7.6635,3.441766,3.442243,0.3678,1.2463,34.13,30.742,0.472,33.3822,33.3889,2.7567,1026.1939,1026.1995,1479.70,1479.71,0.0000e+00
32.000,7.6332,7.6334,3.441629,3.442178,0.3732,1.2536,33.33,31.734,0.643,33.4110,33.4167,2.8022,1026.2257,1026.2301,1479.63,1479.64,0.0000e+00
33.000,7.6026,7.6020,3.442105,3.442613,0.3541,1.2628,32.26,32.725,0.441,33.4450,33.4511,2.8222,1026.2614,1026.2662,1479.58,1479.58,0.0000e+00
34.000,7.5731,7.5721,3.443311,3.443809,0.3011,1.2712,31.20,33.717,0.382,33.4860,33.4923,2.8614,1026.3024,1026.3075,1479.53,1479.53,0.0000e+00
35.000,7.5637,7.5640,3.446861,3.447383,0.3269,1.2814,30.33,34.708,0.598,33.5330,33.5382,2.8884,1026.3452,1026.3493,1479.57,1479.58,0.0000e+00
36.000,7.5408,7.5411,3.448648,3.449169,0.3073,1.2838,29.15,35.700,0.629,33.5739,33.5792,2.8613,1026.3852,1026.3894,1479.55,1479.56,0.0000e+00
37.000,7.5381,7.5379,3.448820,3.449315,0.3018,1.2827,27.95,36.691,0.483,33.5779,33.5834,2.8322,1026.3933,1026.3977,1479.56,1479.57,0.0000e+00
38.000,7.5291,7.5289,3.449115,3.449607,0.2826,1.2737,26.99,37.683,0.359,33.5893,33.5948,2.7356,1026.4082,1026.4126,1479.56,1479.56,0.0000e+00
39.000,7.5182,7.5179,3.449923,3.450428,0.2904,1.2531,26.15,38.675,0.496,33.6081,33.6139,2.5528,1026.4291,1026.4337,1479.55,1479.56,0.0000e+00
40.000,7.5140,7.5143,3.452037,3.452557,0.3132,1.2220,25.25,39.666,0.696,33.6346,33.6399,2.3220,1026.4551,1026.4592,1479.59,1479.60,0.0000e+00
41.000,7.5056,7.5060,3.454229,3.454708,0.3322,1.1851,24.27,40.658,0.600,33.6660,33.6708,2.1444,1026.4855,1026.4893,1479.61,1479.62,0.0000e+00
42.000,7.4862,7.4865,3.456567,3.457076,0.3601,1.1224,23.10,41.649,0.364,33.7096,33.7149,1.9989,1026.5272,1026.5313,1479.61,1479.62,0.0000e+00
43.000,7.4550,7.4555,3.456812,3.457326,0.3553,1.0829,22.26,42.641,0.740,33.7422,33.7473,1.9747,1026.5619,1026.5658,1479.54,1479.55,0.0000e+00
44.000,7.4134,7.4145,3.455674,3.456207,0.3805,1.0742,21.37,43.632,0.836,33.7699,33.7746,1.9730,1026.5941,1026.5976,1479.43,1479.45,0.0000e+00
45.000,7.3963,7.3974,3.455655,3.456125,0.4061,1.0665,20.30,44.624,0.702,33.7858,33.7899,1.9467,1026.6136,1026.6167,1479.41,1479.42,0.0000e+00
46.000,7.3570,7.3558,3.454964,3.455397,0.4977,1.0507,19.08,45.615,0.403,33.8162,33.8221,1.8707,1026.6477,1026.6525,1479.31,1479.31,0.0000e+00
47.000,7.3219,7.3228,3.453869,3.454377,0.8658,1.0262,18.08,46.607,0.523,33.8382,33.8428,1.7700,1026.6745,1026.6780,1479.22,1479.23,0.0000e+00
48.000,7.3166,7.3171,3.453851,3.454352,1.0138,1.0138,17.26,47.598,0.686,33.8426,33.8476,1.7508,1026.6833,1026.6872,1479.22,1479.23,0.0000e+00
49.000,7.3162,7.3166,3.453895,3.454387,1.0872,1.0045,16.23,48.590,0.586,33.8430,33.8479,1.7464,1026.6883,1026.6921,1479.23,1479.24,0.0000e+00
50.000,7.3167,7.3169,3.454026,3.454480,1.0353,0.9974,15.17,49.582,0.490,33.8434,33.8482,1.7333,1026.6931,1026.6968,1479.25,1479.26,0.0000e+00
51.000,7.3184,7.3187,3.454352,3.454825,1.1220,0.9888,14.08,50.573,0.469,33.8448,33.8497,1.7150,1026.6986,1026.7024,1479.28,1479.29,0.0000e+00
52.000,7.3186,7.3190,3.454435,3.454927,1.2509,0.9853,13.25,51.565,0.717,33.8451,33.8500,1.7169,1026.7034,1026.7072,1479.30,1479.30,0.0000e+00
