PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,13.6240,13.6234,3.793985,3.794327,1.1564,2.4073,-0.78,1.983,0.393,31.6073,31.6111,6.1909,1023.6518,1023.6547,1498.29,1498.29,0.0000e+00
3.000,13.6126,13.6123,3.792801,3.793145,1.2528,2.4000,30.62,2.975,0.645,31.6055,31.6089,6.1573,1023.6571,1023.6598,1498.27,1498.27,0.0000e+00
4.000,13.6052,13.6031,3.792180,3.792403,1.2090,2.3993,47.96,3.966,0.404,31.6054,31.6092,6.1795,1023.6630,1023.6663,1498.26,1498.25,0.0000e+00
5.000,13.6037,13.6030,3.792014,3.792329,1.1889,2.4024,100.61,4.958,0.871,31.6047,31.6082,6.2019,1023.6672,1023.6701,1498.27,1498.27,0.0000e+00
6.000,13.5967,13.5950,3.791644,3.791893,1.2356,2.4045,98.83,5.949,0.634,31.6067,31.6104,6.1869,1023.6746,1023.6779,1498.26,1498.26,0.0000e+00
7.000,13.5836,13.5906,3.790704,3.791617,1.1107,2.3916,98.83,6.941,0.679,31.6084,31.6111,6.0335,1023.6831,1023.6837,1498.24,1498.26,0.0000e+00
8.000,13.5512,13.5544,3.788342,3.788997,1.2015,2.3720,67.61,7.932,0.863,31.6129,31.6164,5.8404,1023.6975,1023.6996,1498.15,1498.17,0.0000e+00
9.000,13.2502,13.2140,3.766710,3.764575,1.1800,2.2963,96.02,8.924,0.481,31.6607,31.6709,5.3123,1023.7983,1023.8134,1497.22,1497.11,0.0000e+00
10.000,11.8443,11.8026,3.668018,3.665607,0.9723,2.0959,98.83,9.915,0.596,31.9094,31.9218,4.4916,1024.2632,1024.2806,1492.76,1492.63,0.0000e+00
11.000,10.0572,10.0500,3.532023,3.532333,0.7972,1.9920,98.83,10.907,0.755,32.1241,32.1336,4.5103,1024.7469,1024.7555,1486.71,1486.70,0.0000e+00
