PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,11.2892,11.2878,3.815575,3.815654,0.3640,1.9364,155.60,1.985,-0.499,33.8485,33.8506,4.8249,1025.8357,1025.8375,1493.03,1493.02,0.0000e+00
3.000,11.2799,11.2805,3.814559,3.814836,0.3602,1.9299,29.78,2.978,0.607,33.8466,33.8488,4.8096,1025.8404,1025.8420,1493.01,1493.01,0.0000e+00
4.000,11.2815,11.2825,3.814783,3.815079,0.4630,1.9319,75.84,3.971,0.697,33.8469,33.8489,4.8218,1025.8448,1025.8462,1493.03,1493.04,0.0000e+00
5.000,11.2842,11.2838,3.815121,3.815292,0.4215,1.9310,71.90,4.963,0.487,33.8473,33.8494,4.8018,1025.8491,1025.8508,1493.06,1493.06,0.0000e+00
6.000,11.2836,11.2845,3.815084,3.815406,0.3922,1.9291,58.59,5.956,0.600,33.8470,33.8494,4.8055,1025.8535,1025.8552,1493.07,1493.08,0.0000e+00
7.000,11.2840,11.2842,3.815192,3.815436,0.4070,1.9295,26.86,6.949,0.958,33.8473,33.8495,4.8097,1025.8582,1025.8599,1493.09,1493.09,0.0000e+00
8.000,11.2817,11.2818,3.814955,3.815166,0.4391,1.9298,96.47,7.942,0.864,33.8467,33.8487,4.8096,1025.8627,1025.8642,1493.10,1493.10,0.0000e+00
9.000,11.2625,11.2638,3.812842,3.813176,0.3885,1.9291,98.05,8.934,0.467,33.8430,33.8451,4.8061,1025.8678,1025.8691,1493.04,1493.05,0.0000e+00
10.000,11.2457,11.2462,3.811074,3.811349,0.3871,1.9281,84.81,9.927,0.842,33.8404,33.8427,4.8052,1025.8733,1025.8750,1493.00,1493.00,0.0000e+00
11.000,11.2531,11.2542,3.811921,3.812272,0.4445,1.9279,98.70,10.920,0.990,33.8416,33.8440,4.8072,1025.8775,1025.8791,1493.04,1493.05,0.0000e+00
12.000,11.2526,11.2521,3.811907,3.812064,0.4798,1.9273,98.83,11.912,0.749,33.8414,33.8435,4.8159,1025.8819,1025.8836,1493.06,1493.06,0.0000e+00
13.000,11.2370,11.2359,3.810232,3.810281,0.4413,1.9306,98.83,12.905,0.469,33.8388,33.8403,4.8213,1025.8872,1025.8886,1493.01,1493.01,0.0000e+00
14.000,11.2263,11.2283,3.809050,3.809487,0.4224,1.9296,91.07,13.897,0.677,33.8365,33.8390,4.8178,1025.8919,1025.8934,1492.99,1493.00,0.0000e+00
15.000,11.2099,11.2069,3.807293,3.807220,0.4594,1.9294,51.91,14.890,0.686,33.8338,33.8358,4.8256,1025.8972,1025.8993,1492.95,1492.94,0.0000e+00
16.000,11.2194,11.2179,3.808391,3.808394,0.5577,1.9305,99.04,15.883,0.709,33.8354,33.8369,4.8508,1025.9013,1025.9027,1493.00,1493.00,0.0000e+00
17.000,11.1761,11.1724,3.803607,3.803436,0.5846,1.9370,98.83,16.875,0.618,33.8274,33.8292,4.8663,1025.9074,1025.9094,1492.85,1492.84,0.0000e+00
18.000,11.1587,11.1574,3.801809,3.801899,0.4739,1.9388,59.13,17.868,0.346,33.8252,33.8273,4.8717,1025.9134,1025.9152,1492.81,1492.81,0.0000e+00
19.000,11.1695,11.1731,3.803059,3.803629,0.3805,1.9366,44.12,18.861,0.531,33.8272,33.8295,4.8068,1025.9175,1025.9186,1492.87,1492.88,0.0000e+00
20.000,11.1162,11.1153,3.797296,3.797395,0.4833,1.9263,8.01,19.853,0.967,33.8187,33.8204,4.7157,1025.9250,1025.9265,1492.68,1492.68,0.0000e+00
21.000,11.0562,11.0525,3.791078,3.790907,0.5639,1.9122,44.44,20.846,0.901,33.8117,33.8133,4.6393,1025.9348,1025.9368,1492.48,1492.47,0.0000e+00
22.000,10.9602,10.9601,3.781397,3.781585,0.5021,1.8871,10.33,21.838,0.513,33.8034,33.8053,4.5076,1025.9501,1025.9517,1492.15,1492.15,0.0000e+00
23.000,10.7754,10.7669,3.762678,3.762169,0.5733,1.8429,68.62,22.831,0.646,33.7867,33.7895,4.3331,1025.9746,1025.9782,1491.50,1491.47,0.0000e+00
24.000,10.6739,10.6728,3.752727,3.752479,0.4447,1.8149,75.21,23.824,0.923,33.7805,33.7790,4.2445,1025.9922,1025.9912,1491.15,1491.14,0.0000e+00
25.000,10.5573,10.5617,3.741203,3.741982,0.3910,1.7905,73.33,24.816,0.916,33.7724,33.7761,4.1726,1026.0108,1026.0129,1490.74,1490.76,0.0000e+00
26.000,10.4676,10.4681,3.732467,3.732807,0.4281,1.7643,93.41,25.809,0.740,33.7672,33.7702,4.1087,1026.0269,1026.0292,1490.43,1490.44,0.0000e+00
27.000,10.3082,10.2897,3.717070,3.715558,0.2952,1.7347,98.84,26.801,0.631,33.7595,33.7614,4.0730,1026.0531,1026.0577,1489.87,1489.81,0.0000e+00
28.000,10.2377,10.2433,3.710473,3.711304,0.1539,1.7161,69.13,27.794,0.763,33.7578,33.7611,4.0831,1026.0684,1026.0700,1489.63,1489.66,0.0000e+00
29.000,10.2185,10.2181,3.708990,3.709239,0.1673,1.7077,52.47,28.787,0.844,33.7603,33.7632,4.0973,1026.0782,1026.0805,1489.58,1489.59,0.0000e+00
30.000,10.1940,10.1934,3.707802,3.708059,0.1896,1.7018,78.54,29.779,0.802,33.7707,33.7738,4.0968,1026.0950,1026.0975,1489.53,1489.53,0.0000e+00
31.000,10.1797,10.1785,3.707089,3.707256,0.1937,1.6975,98.52,30.772,0.707,33.7763,33.7791,4.0726,1026.1063,1026.1087,1489.50,1489.50,0.0000e+00
32.000,10.1667,10.1654,3.706398,3.706577,0.1691,1.6876,98.85,31.764,0.777,33.7810,33.7840,4.0158,1026.1167,1026.1194,1489.47,1489.47,0.0000e+00
33.000,10.1206,10.1200,3.702298,3.702537,0.1425,1.6784,87.26,32.757,0.773,33.7819,33.7849,3.9798,1026.1299,1026.1323,1489.33,1489.33,0.0000e+00
34.000,10.0944,10.0952,3.700270,3.700578,0.1416,1.6621,3.61,33.749,0.423,33.7853,33.7877,3.9367,1026.1415,1026.1433,1489.25,1489.26,0.0000e+00
35.000,10.0792,10.0784,3.699386,3.699618,0.1291,1.6431,73.25,34.742,0.621,33.7901,33.7932,3.8726,1026.1524,1026.1549,1489.22,1489.22,0.0000e+00
36.000,10.0894,10.0902,3.701151,3.701538,0.1147,1.6330,72.82,35.734,0.638,33.7981,33.8012,3.8241,1026.1614,1026.1637,1489.28,1489.29,0.0000e+00
37.000,10.1129,10.1136,3.705831,3.706192,0.1274,1.6070,61.34,36.727,0.404,33.8232,33.8262,3.7239,1026.1815,1026.1837,1489.41,1489.42,0.0000e+00
38.000,10.0652,10.0624,3.701453,3.701442,0.2166,1.5854,99.55,37.720,0.706,33.8228,33.8254,3.6743,1026.1938,1026.1963,1489.26,1489.25,0.0000e+00
39.000,10.0099,10.0101,3.695389,3.695690,0.1877,1.5784,74.26,38.712,0.701,33.8124,33.8153,3.6608,1026.1996,1026.2019,1489.06,1489.07,0.0000e+00
40.000,9.9454,9.9442,3.689379,3.689553,0.1411,1.5603,101.25,39.705,0.370,33.8111,33.8140,3.5849,1026.2141,1026.2165,1488.85,1488.84,0.0000e+00
41.000,10.1013,10.1047,3.710984,3.711631,0.1251,1.5251,79.07,40.697,0.629,33.8847,33.8880,3.4023,1026.2495,1026.2516,1489.51,1489.53,0.0000e+00
42.000,10.1238,10.1238,3.714215,3.714470,0.1712,1.5112,97.29,41.690,0.747,33.8959,33.8986,3.3596,1026.2590,1026.2611,1489.62,1489.63,0.0000e+00
43.000,10.0855,10.0851,3.711458,3.711655,0.1445,1.4859,98.84,42.682,0.433,33.9033,33.9058,3.2800,1026.2759,1026.2778,1489.51,1489.51,0.0000e+00
44.000,10.0384,10.0385,3.707498,3.707755,0.1353,1.4607,92.93,43.675,0.715,33.9068,33.9093,3.2080,1026.2911,1026.2931,1489.36,1489.37,0.0000e+00
45.000,10.0246,10.0256,3.706421,3.706754,0.1370,1.4501,85.94,44.667,0.656,33.9084,33.9107,3.1897,1026.2992,1026.3009,1489.33,1489.34,0.0000e+00
46.000,10.0159,10.0153,3.705736,3.705939,0.1285,1.4377,98.65,45.660,0.401,33.9091,33.9117,3.1790,1026.3058,1026.3079,1489.32,1489.32,0.0000e+00
47.000,10.0096,10.0092,3.705254,3.705465,0.1154,1.4289,98.85,46.652,0.466,33.9096,33.9121,3.1624,1026.3118,1026.3138,1489.31,1489.31,0.0000e+00
48.000,9.9982,9.9986,3.704366,3.704641,0.1055,1.4222,80.81,47.645,0.742,33.9107,33.9133,3.1369,1026.3191,1026.3210,1489.29,1489.29,0.0000e+00
