PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
1.000,9.9767,9.9773,3.689292,3.689648,0.4228,1.9347,5.81,0.992,0.169,33.7985,33.8016,4.9770,1026.0223,1026.0245,1488.30,1488.30,0.0000e+00
2.000,9.9637,9.9656,3.688205,3.688591,0.4364,1.9330,4.32,1.985,0.486,33.7992,33.8013,4.9511,1026.0295,1026.0309,1488.27,1488.28,0.0000e+00
3.000,9.9187,9.9243,3.684123,3.684850,0.4425,1.9338,75.60,2.977,0.485,33.7992,33.8014,4.9225,1026.0416,1026.0424,1488.13,1488.15,0.0000e+00
4.000,9.9100,9.9114,3.683398,3.683746,0.4814,1.9210,98.54,3.970,0.687,33.7995,33.8017,4.8763,1026.0478,1026.0493,1488.11,1488.12,0.0000e+00
5.000,9.8810,9.8883,3.680585,3.681482,0.4537,1.9092,66.15,4.962,0.395,33.7975,33.7999,4.8301,1026.0557,1026.0563,1488.02,1488.05,0.0000e+00
6.000,9.8293,9.8330,3.676524,3.676986,0.5078,1.8940,100.53,5.954,0.549,33.8040,33.8053,4.7589,1026.0739,1026.0744,1487.86,1487.87,0.0000e+00
7.000,9.7937,9.7978,3.674747,3.675135,0.5817,1.8801,95.87,6.947,0.666,33.8188,33.8190,4.6931,1026.0960,1026.0954,1487.76,1487.78,0.0000e+00
8.000,9.7496,9.7536,3.672391,3.672905,0.5416,1.8586,63.76,7.939,0.375,33.8357,33.8372,4.6034,1026.1210,1026.1216,1487.64,1487.66,0.0000e+00
9.000,9.6566,9.6675,3.665038,3.666231,0.5249,1.8241,100.93,8.931,0.511,33.8473,33.8493,4.4781,1026.1501,1026.1499,1487.33,1487.38,0.0000e+00
10.000,9.5739,9.5776,3.657500,3.658048,0.6031,1.8072,98.73,9.924,0.642,33.8473,33.8495,4.4486,1026.1683,1026.1694,1487.05,1487.07,0.0000e+00
11.000,9.5198,9.5207,3.652703,3.652977,0.5678,1.7887,68.99,10.916,0.384,33.8485,33.8505,4.4282,1026.1827,1026.1841,1486.87,1486.88,0.0000e+00
12.000,9.5092,9.5094,3.652520,3.652751,0.5369,1.7770,92.88,11.908,0.473,33.8562,33.8584,4.4486,1026.1950,1026.1966,1486.86,1486.86,0.0000e+00
13.000,9.5133,9.5133,3.653563,3.653780,0.6021,1.7749,88.80,12.901,0.595,33.8627,33.8648,4.4329,1026.2039,1026.2055,1486.90,1486.90,0.0000e+00
14.000,9.5064,9.5066,3.653424,3.653657,0.5737,1.7689,98.89,13.893,0.490,33.8672,33.8694,4.4004,1026.2131,1026.2148,1486.89,1486.90,0.0000e+00
15.000,9.4804,9.4814,3.651685,3.651987,0.6438,1.7594,69.63,14.885,0.428,33.8734,33.8756,4.3624,1026.2268,1026.2283,1486.82,1486.83,0.0000e+00
16.000,9.4411,9.4411,3.648690,3.648931,0.5924,1.7503,98.12,15.878,0.437,33.8792,33.8817,4.3278,1026.2423,1026.2442,1486.70,1486.71,0.0000e+00
17.000,9.4293,9.4293,3.647711,3.647953,0.6122,1.7398,83.58,16.870,0.578,33.8798,33.8823,4.2520,1026.2492,1026.2512,1486.68,1486.68,0.0000e+00
18.000,9.3569,9.3568,3.641497,3.641688,0.6164,1.7205,57.43,17.862,0.442,33.8837,33.8857,4.1633,1026.2686,1026.2702,1486.43,1486.44,0.0000e+00
19.000,9.2800,9.2802,3.635171,3.635401,0.5414,1.6914,60.02,18.855,0.480,33.8906,33.8929,4.0761,1026.2910,1026.2927,1486.18,1486.18,0.0000e+00
20.000,9.2522,9.2527,3.632812,3.633116,0.5722,1.6765,48.62,19.847,0.674,33.8921,33.8947,4.0667,1026.3012,1026.3032,1486.09,1486.10,0.0000e+00
21.000,9.2286,9.2281,3.630876,3.631084,0.5961,1.6706,96.26,20.839,0.462,33.8939,33.8966,4.0532,1026.3110,1026.3131,1486.03,1486.03,0.0000e+00
22.000,9.2076,9.2063,3.629153,3.629269,0.5749,1.6542,67.16,21.832,0.443,33.8955,33.8980,4.0026,1026.3202,1026.3223,1485.97,1485.97,0.0000e+00
23.000,9.1802,9.1801,3.627021,3.627269,0.5707,1.6474,34.16,22.824,0.637,33.8990,33.9016,3.9993,1026.3319,1026.3339,1485.89,1485.89,0.0000e+00
24.000,9.1706,9.1700,3.626266,3.626476,0.5957,1.6421,71.29,23.816,0.663,33.8998,33.9026,3.9704,1026.3385,1026.3408,1485.87,1485.87,0.0000e+00
25.000,9.1492,9.1488,3.624528,3.624740,0.5840,1.6321,72.35,24.808,0.456,33.9016,33.9042,3.9227,1026.3480,1026.3501,1485.81,1485.81,0.0000e+00
26.000,9.1067,9.1059,3.620696,3.620853,0.5645,1.6174,59.56,25.801,0.513,33.9017,33.9041,3.8537,1026.3594,1026.3614,1485.67,1485.67,0.0000e+00
27.000,9.0568,9.0582,3.616203,3.616570,0.6034,1.6044,79.32,26.793,0.634,33.9019,33.9044,3.8050,1026.3721,1026.3738,1485.50,1485.51,0.0000e+00
28.000,9.0254,9.0253,3.613416,3.613627,0.5780,1.5916,68.05,27.785,0.642,33.9023,33.9046,3.7418,1026.3820,1026.3838,1485.40,1485.41,0.0000e+00
29.000,8.9827,8.9837,3.609258,3.609540,0.5269,1.5716,66.89,28.777,0.494,33.8992,33.9012,3.6320,1026.3909,1026.3923,1485.26,1485.27,0.0000e+00
30.000,8.8730,8.8724,3.599083,3.599251,0.5053,1.5402,65.89,29.770,0.511,33.8970,33.8993,3.4938,1026.4111,1026.4130,1484.87,1484.87,0.0000e+00
31.000,8.7791,8.7798,3.590714,3.590921,0.4254,1.5110,64.89,30.762,0.572,33.8986,33.9000,3.3843,1026.4316,1026.4326,1484.54,1484.54,0.0000e+00
32.000,8.6974,8.7012,3.583764,3.584240,0.3557,1.4820,63.82,31.754,0.619,33.9033,33.9047,3.2844,1026.4527,1026.4531,1484.26,1484.27,0.0000e+00
