PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,14.4059,14.4055,4.053623,4.053838,0.4806,2.4606,4.63,1.985,0.347,33.3425,33.3448,6.1950,1024.8304,1024.8322,1502.88,1502.88,0.0000e+00
3.000,14.4045,14.4039,4.053512,4.053735,0.4844,2.4616,4.35,2.978,0.716,33.3423,33.3449,6.1929,1024.8349,1024.8371,1502.89,1502.89,0.0000e+00
4.000,14.4039,14.4033,4.053617,4.053831,0.4995,2.4594,4.04,3.970,0.753,33.3434,33.3459,6.1751,1024.8404,1024.8424,1502.90,1502.91,0.0000e+00
5.000,14.4030,14.4023,4.053623,4.053804,0.5051,2.4547,4.48,4.963,0.870,33.3438,33.3461,6.1654,1024.8453,1024.8473,1502.92,1502.92,0.0000e+00
6.000,14.3993,14.3999,4.053423,4.053715,0.5202,2.4544,5.16,5.956,0.810,33.3448,33.3470,6.1744,1024.8514,1024.8529,1502.92,1502.93,0.0000e+00
7.000,14.3991,14.3983,4.053492,4.053680,0.5074,2.4549,36.62,6.948,0.727,33.3452,33.3476,6.1832,1024.8562,1024.8582,1502.94,1502.94,0.0000e+00
8.000,14.3914,14.3929,4.052914,4.053276,0.4882,2.4550,78.06,7.941,0.733,33.3461,33.3482,6.1803,1024.8630,1024.8642,1502.93,1502.94,0.0000e+00
9.000,14.3856,14.3848,4.052509,4.052682,0.5119,2.4539,98.72,8.933,0.786,33.3470,33.3493,6.1685,1024.8693,1024.8713,1502.93,1502.93,0.0000e+00
10.000,14.3803,14.3810,4.052106,4.052414,0.5186,2.4503,98.83,9.926,0.777,33.3475,33.3497,6.1357,1024.8753,1024.8769,1502.93,1502.94,0.0000e+00
11.000,14.3539,14.3488,4.049384,4.049032,0.5217,2.4443,98.83,10.919,0.750,33.3449,33.3460,6.0718,1024.8833,1024.8852,1502.86,1502.85,0.0000e+00
12.000,14.2528,14.2432,4.038934,4.038067,0.5218,2.4235,98.83,11.911,0.778,33.3355,33.3359,5.9931,1024.9018,1024.9041,1502.54,1502.51,0.0000e+00
13.000,14.1022,14.0814,4.022850,4.020782,0.4799,2.4081,98.83,12.904,0.785,33.3169,33.3158,5.9711,1024.9234,1024.9268,1502.05,1501.98,0.0000e+00
14.000,13.8340,13.8325,3.994594,3.994679,0.4638,2.3934,65.12,13.896,0.723,33.2871,33.2891,5.9131,1024.9604,1024.9623,1501.15,1501.15,0.0000e+00
15.000,13.7680,13.7638,3.987721,3.987566,0.4106,2.3581,98.91,14.889,0.712,33.2800,33.2822,5.7483,1024.9730,1024.9756,1500.95,1500.93,0.0000e+00
16.000,13.6911,13.6765,3.978840,3.977114,0.3798,2.3278,98.83,15.881,1.149,33.2637,33.2602,5.6507,1024.9805,1024.9808,1500.69,1500.64,0.0000e+00
17.000,13.1806,13.1890,3.924858,3.924935,0.3728,2.3074,98.83,16.874,1.600,33.2020,33.1955,5.6649,1025.0405,1025.0337,1498.95,1498.97,0.0000e+00
18.000,12.7959,12.7869,3.883611,3.882210,0.4011,2.2939,98.83,17.866,1.760,33.1480,33.1427,5.6858,1025.0792,1025.0768,1497.61,1497.57,0.0000e+00
19.000,12.4477,12.4575,3.847512,3.847730,0.3923,2.2835,98.83,18.859,1.789,33.1093,33.1028,5.7194,1025.1212,1025.1143,1496.41,1496.43,0.0000e+00
20.000,12.0995,12.0947,3.813998,3.813200,0.3525,2.2747,98.83,19.851,1.780,33.0943,33.0908,5.7616,1025.1805,1025.1786,1495.22,1495.20,0.0000e+00
21.000,11.9374,11.9335,3.798995,3.798444,0.3576,2.2672,98.83,20.844,1.737,33.0923,33.0905,5.7761,1025.2140,1025.2132,1494.68,1494.66,0.0000e+00
22.000,11.6451,11.6459,3.771218,3.771064,0.3664,2.2596,60.24,21.836,1.533,33.0818,33.0795,5.8048,1025.2646,1025.2626,1493.67,1493.67,0.0000e+00
