PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,12.2123,12.2120,3.816761,3.817054,0.5825,2.5454,2.36,1.984,-0.044,33.0286,33.0317,6.8039,1025.0272,1025.0297,1495.23,1495.23,0.0000e+00
3.000,12.2093,12.2102,3.816587,3.816955,0.6825,2.5434,2.11,2.976,0.618,33.0292,33.0320,6.7977,1025.0328,1025.0348,1495.24,1495.24,0.0000e+00
4.000,12.2093,12.2091,3.816630,3.816917,0.6465,2.5392,2.66,3.968,0.406,33.0291,33.0321,6.7593,1025.0372,1025.0396,1495.25,1495.26,0.0000e+00
5.000,12.2100,12.2063,3.816708,3.816664,0.6664,2.5340,3.58,4.960,0.527,33.0289,33.0318,6.7451,1025.0414,1025.0443,1495.27,1495.26,0.0000e+00
6.000,12.1613,12.1745,3.812536,3.813971,0.7075,2.5308,27.45,5.952,0.700,33.0313,33.0334,6.7477,1025.0569,1025.0561,1495.12,1495.17,0.0000e+00
7.000,12.1282,12.1238,3.809681,3.809605,0.7182,2.5275,86.03,6.944,0.526,33.0325,33.0357,6.7326,1025.0687,1025.0719,1495.03,1495.02,0.0000e+00
8.000,12.0986,12.1012,3.807034,3.807589,0.6857,2.5200,74.30,7.936,0.367,33.0327,33.0358,6.7036,1025.0789,1025.0808,1494.94,1494.96,0.0000e+00
9.000,12.0054,12.0110,3.798953,3.799850,0.6484,2.5113,90.13,8.928,0.536,33.0366,33.0403,6.6916,1025.1040,1025.1058,1494.65,1494.67,0.0000e+00
10.000,12.0127,12.0320,3.799762,3.801830,0.6644,2.5055,77.02,9.920,0.657,33.0376,33.0405,6.6615,1025.1079,1025.1065,1494.69,1494.76,0.0000e+00
11.000,11.9806,11.9890,3.796835,3.797821,0.6871,2.4969,97.35,10.912,0.472,33.0373,33.0394,6.5869,1025.1181,1025.1182,1494.59,1494.63,0.0000e+00
12.000,11.8217,11.8142,3.782610,3.782306,0.5881,2.4488,98.83,11.904,0.426,33.0398,33.0436,6.2434,1025.1543,1025.1586,1494.07,1494.05,0.0000e+00
13.000,11.4350,11.4514,3.746922,3.748526,0.6531,2.3874,75.58,12.896,0.649,33.0353,33.0364,6.0440,1025.2263,1025.2241,1492.74,1492.80,0.0000e+00
14.000,10.8935,10.8880,3.697681,3.697643,0.6539,2.3268,89.64,13.888,0.432,33.0346,33.0392,5.9067,1025.3273,1025.3318,1490.86,1490.84,0.0000e+00
15.000,10.5603,10.5524,3.667301,3.666915,0.5438,2.2347,91.80,14.880,0.574,33.0323,33.0356,5.5837,1025.3884,1025.3923,1489.69,1489.67,0.0000e+00
16.000,10.1310,10.1388,3.628550,3.629709,0.6056,2.1779,98.38,15.872,0.550,33.0318,33.0364,5.4410,1025.4658,1025.4680,1488.17,1488.20,0.0000e+00
17.000,9.6719,9.6768,3.586950,3.587898,0.4963,2.0925,82.89,16.864,0.372,33.0285,33.0337,5.2194,1025.5442,1025.5476,1486.52,1486.55,0.0000e+00
18.000,9.4233,9.4125,3.567916,3.567624,0.4826,2.0250,91.17,17.856,0.614,33.0617,33.0686,5.0320,1025.6151,1025.6223,1485.67,1485.64,0.0000e+00
19.000,9.2885,9.2853,3.563256,3.563728,0.4958,1.9786,98.70,18.848,0.571,33.1380,33.1458,4.9469,1025.7010,1025.7076,1485.29,1485.28,0.0000e+00
20.000,9.2781,9.2778,3.569045,3.569411,0.4311,1.9373,84.29,19.840,0.441,33.2069,33.2110,4.8754,1025.7612,1025.7644,1485.35,1485.35,0.0000e+00
21.000,9.2448,9.2492,3.571702,3.572490,0.4176,1.8946,86.70,20.832,0.405,33.2650,33.2691,4.7431,1025.8164,1025.8189,1485.32,1485.34,0.0000e+00
22.000,9.0751,9.0789,3.563868,3.564928,0.3881,1.8605,99.23,21.824,0.584,33.3418,33.3493,4.6557,1025.9081,1025.9134,1484.80,1484.82,0.0000e+00
23.000,9.1286,9.1287,3.578057,3.578696,0.4161,1.8374,98.83,22.816,0.609,33.4387,33.4453,4.5697,1025.9800,1025.9851,1485.13,1485.14,0.0000e+00
24.000,9.0962,9.0976,3.580772,3.581395,0.3639,1.8009,79.65,23.808,0.371,33.4970,33.5021,4.3369,1026.0353,1026.0391,1485.10,1485.11,0.0000e+00
25.000,8.8914,8.8931,3.567420,3.568064,0.3175,1.7199,92.21,24.800,0.523,33.5504,33.5555,3.9186,1026.1140,1026.1177,1484.43,1484.44,0.0000e+00
26.000,8.7163,8.7134,3.553632,3.553888,0.2724,1.6663,89.01,25.792,0.663,33.5713,33.5768,3.8102,1026.1623,1026.1671,1483.82,1483.82,0.0000e+00
27.000,8.6357,8.6352,3.548688,3.549101,0.2586,1.6281,72.91,26.784,0.504,33.5954,33.6003,3.7920,1026.1983,1026.2022,1483.56,1483.57,0.0000e+00
28.000,8.6149,8.6152,3.548230,3.548764,0.2678,1.5927,93.22,27.776,0.343,33.6100,33.6153,3.8014,1026.2174,1026.2215,1483.52,1483.53,0.0000e+00
29.000,8.6007,8.5998,3.547535,3.547922,0.2432,1.5777,95.79,28.768,0.572,33.6157,33.6206,3.7853,1026.2286,1026.2327,1483.49,1483.49,0.0000e+00
30.000,8.5862,8.5864,3.547360,3.547805,0.2632,1.5697,90.03,29.760,0.527,33.6271,33.6317,3.7648,1026.2444,1026.2480,1483.47,1483.47,0.0000e+00
31.000,8.5563,8.5575,3.545612,3.546134,0.2822,1.5578,85.40,30.752,0.492,33.6368,33.6411,3.6928,1026.2611,1026.2644,1483.39,1483.40,0.0000e+00
32.000,8.4980,8.4953,3.540729,3.540908,0.3460,1.5406,78.13,31.744,0.461,33.6403,33.6448,3.6007,1026.2774,1026.2813,1483.19,1483.18,0.0000e+00
33.000,8.3749,8.3712,3.530500,3.530540,0.2035,1.5174,70.13,32.736,0.459,33.6492,33.6532,3.6312,1026.3077,1026.3114,1482.75,1482.75,0.0000e+00
34.000,8.4763,8.4778,3.543703,3.544294,0.2694,1.5186,74.64,33.728,0.727,33.6916,33.6964,3.6449,1026.3300,1026.3335,1483.20,1483.21,0.0000e+00
35.000,8.4957,8.4955,3.546837,3.547224,0.3774,1.5161,66.55,34.719,0.496,33.7056,33.7099,3.5993,1026.3426,1026.3460,1483.31,1483.31,0.0000e+00
36.000,8.3840,8.3840,3.535138,3.535565,0.2777,1.4874,65.94,35.711,0.479,33.6882,33.6927,3.3752,1026.3506,1026.3541,1482.89,1482.89,0.0000e+00
