PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,9.4667,9.4658,3.635300,3.635456,0.2393,1.7742,2.92,1.985,0.252,33.7232,33.7257,4.4587,1026.0525,1026.0546,1486.38,1486.38,0.0000e+00
3.000,9.4667,9.4673,3.635420,3.635664,0.2255,1.7674,3.58,2.977,0.642,33.7240,33.7260,4.4061,1026.0577,1026.0591,1486.39,1486.40,0.0000e+00
4.000,9.4610,9.4601,3.635018,3.635169,0.2598,1.7642,4.01,3.970,0.579,33.7248,33.7272,4.4089,1026.0637,1026.0658,1486.39,1486.39,0.0000e+00
5.000,9.4548,9.4561,3.634614,3.634925,0.2281,1.7651,65.15,4.962,0.497,33.7259,33.7279,4.4277,1026.0702,1026.0715,1486.39,1486.39,0.0000e+00
6.000,9.4576,9.4583,3.634855,3.635079,0.2763,1.7613,99.46,5.955,0.836,33.7254,33.7270,4.3930,1026.0739,1026.0750,1486.41,1486.42,0.0000e+00
7.000,9.4405,9.4457,3.633621,3.634226,0.2603,1.7595,92.42,6.947,0.686,33.7282,33.7296,4.3868,1026.0834,1026.0836,1486.37,1486.39,0.0000e+00
8.000,9.4312,9.4317,3.632938,3.633177,0.2472,1.7534,47.19,7.939,0.468,33.7296,33.7315,4.3543,1026.0905,1026.0920,1486.35,1486.36,0.0000e+00
9.000,9.3806,9.3920,3.629230,3.630217,0.2681,1.7475,98.82,8.932,0.747,33.7385,33.7379,4.3252,1026.1103,1026.1080,1486.20,1486.24,0.0000e+00
10.000,9.3283,9.3312,3.625452,3.625859,0.2930,1.7401,98.85,9.924,0.611,33.7482,33.7498,4.2965,1026.1309,1026.1317,1486.03,1486.05,0.0000e+00
11.000,9.3063,9.3073,3.623825,3.624129,0.2498,1.7283,74.93,10.916,0.446,33.7518,33.7540,4.2408,1026.1418,1026.1434,1485.97,1485.98,0.0000e+00
12.000,9.2746,9.2779,3.621491,3.621924,0.2794,1.7152,69.20,11.909,0.828,33.7571,33.7584,4.1663,1026.1556,1026.1561,1485.88,1485.89,0.0000e+00
13.000,9.2178,9.2141,3.617091,3.616989,0.3036,1.7050,98.63,12.901,0.932,33.7648,33.7672,4.1246,1026.1753,1026.1778,1485.70,1485.69,0.0000e+00
14.000,9.1531,9.1537,3.612238,3.612485,0.2911,1.6912,98.85,13.894,0.600,33.7751,33.7771,4.0581,1026.1984,1026.1998,1485.49,1485.49,0.0000e+00
15.000,9.1035,9.0940,3.608239,3.607776,0.2458,1.6471,71.51,14.886,0.469,33.7801,33.7843,3.8036,1026.2147,1026.2195,1485.33,1485.30,0.0000e+00
16.000,8.8278,8.8245,3.591010,3.591063,0.2540,1.6128,70.73,15.878,0.881,33.8621,33.8658,3.7166,1026.3271,1026.3305,1484.43,1484.42,0.0000e+00
17.000,8.8066,8.8062,3.590256,3.590475,0.3007,1.5965,98.88,16.871,1.014,33.8740,33.8767,3.7073,1026.3443,1026.3465,1484.38,1484.38,0.0000e+00
18.000,8.7997,8.7985,3.589828,3.589989,0.3153,1.5833,98.85,17.863,0.808,33.8757,33.8785,3.7033,1026.3513,1026.3536,1484.37,1484.37,0.0000e+00
19.000,8.7922,8.7922,3.589389,3.589613,0.3089,1.5607,78.32,18.855,0.473,33.8777,33.8801,3.6840,1026.3586,1026.3605,1484.36,1484.37,0.0000e+00
20.000,8.7815,8.7796,3.588813,3.588911,0.3099,1.5484,92.25,19.848,0.974,33.8814,33.8843,3.6663,1026.3677,1026.3703,1484.35,1484.34,0.0000e+00
21.000,8.7643,8.7647,3.587798,3.588071,0.3458,1.5463,99.03,20.840,1.226,33.8868,33.8893,3.6654,1026.3792,1026.3811,1484.30,1484.31,0.0000e+00
22.000,8.7578,8.7582,3.587471,3.587746,0.3893,1.5431,98.85,21.832,1.167,33.8891,33.8917,3.6571,1026.3865,1026.3885,1484.30,1484.30,0.0000e+00
23.000,8.7459,8.7458,3.586954,3.587231,0.3649,1.5380,94.60,22.825,0.654,33.8946,33.8977,3.6468,1026.3973,1026.3997,1484.28,1484.28,0.0000e+00
